,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
172,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Bob Lanier,PG,55,1978-79,197,103,BOS,0.452
173,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Bob Lanier,PG,106,1979-80,242,197,BOS,0.485
174,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Bob Lanier,PG,75,1980-81,265,176,BOS,0.499
175,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Bob Lanier,PG,52,1981-82,178,116,BOS,0.477
176,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Bob Lanier,PG,38,1982-83,163,91,BOS,0.429
177,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Bob Lanier,PG,33,1983-84,78,76,MIL,0.495
178,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Bob Lanier,,719,Career,1123,2046,,0.468
179,,,,,,,,,,,,,,,,,,,,,,,,Bob Lanier,,,,,,,
180,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Bob Lanier,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
181,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Bob Lanier,,326,5 seasons,1045,683,BOS,0.472
182,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Bob Lanier,,33,1 season,78,76,MIL,0.495
183,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Bob Lanier,,59,1 season,,80,NYN,0.446
184,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Nera White,PG,,1970-71,,242,CIN,0.444
185,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Nera White,PG,,1971-72,,222,CIN,0.486
186,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Nera White,PG,,1972-73,,223,KCO,0.488
187,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Nera White,PG,56,1973-74,,85,KCO,0.451
188,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Nera White,PG,119,1974-75,,222,KCO,0.456
189,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Nera White,PG,126,1975-76,,213,KCK,0.453
190,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Nera White,PG,59,1976-77,,80,NYN,0.446
191,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Nera White,PG,55,1978-79,197,103,BOS,0.452
192,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Nera White,PG,106,1979-80,242,197,BOS,0.485
193,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Nera White,PG,75,1980-81,265,176,BOS,0.499
194,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Nera White,PG,52,1981-82,178,116,BOS,0.477
195,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Nera White,PG,38,1982-83,163,91,BOS,0.429
196,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Nera White,PG,33,1983-84,78,76,MIL,0.495
197,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Nera White,,719,Career,1123,2046,,0.468
198,,,,,,,,,,,,,,,,,,,,,,,,Nera White,,,,,,,
199,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Nera White,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
200,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Nera White,,326,5 seasons,1045,683,BOS,0.472
201,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Nera White,,33,1 season,78,76,MIL,0.495
202,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Nera White,,59,1 season,,80,NYN,0.446
203,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Walt Bellamy,PG,,1970-71,,242,CIN,0.444
204,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Walt Bellamy,PG,,1971-72,,222,CIN,0.486
205,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Walt Bellamy,PG,,1972-73,,223,KCO,0.488
206,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Walt Bellamy,PG,56,1973-74,,85,KCO,0.451
207,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Walt Bellamy,PG,119,1974-75,,222,KCO,0.456
208,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Walt Bellamy,PG,126,1975-76,,213,KCK,0.453
209,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Walt Bellamy,PG,59,1976-77,,80,NYN,0.446
210,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Walt Bellamy,PG,55,1978-79,197,103,BOS,0.452
211,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Walt Bellamy,PG,106,1979-80,242,197,BOS,0.485
212,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Walt Bellamy,PG,75,1980-81,265,176,BOS,0.499
213,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Walt Bellamy,PG,52,1981-82,178,116,BOS,0.477
214,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Walt Bellamy,PG,38,1982-83,163,91,BOS,0.429
215,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Walt Bellamy,PG,33,1983-84,78,76,MIL,0.495
216,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Walt Bellamy,,719,Career,1123,2046,,0.468
217,,,,,,,,,,,,,,,,,,,,,,,,Walt Bellamy,,,,,,,
218,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Walt Bellamy,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
219,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Walt Bellamy,,326,5 seasons,1045,683,BOS,0.472
220,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Walt Bellamy,,33,1 season,78,76,MIL,0.495
221,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Walt Bellamy,,59,1 season,,80,NYN,0.446
222,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Julius Erving,PG,,1970-71,,242,CIN,0.444
223,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Julius Erving,PG,,1971-72,,222,CIN,0.486
224,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Julius Erving,PG,,1972-73,,223,KCO,0.488
225,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Julius Erving,PG,56,1973-74,,85,KCO,0.451
226,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Julius Erving,PG,119,1974-75,,222,KCO,0.456
227,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Julius Erving,PG,126,1975-76,,213,KCK,0.453
228,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Julius Erving,PG,59,1976-77,,80,NYN,0.446
229,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Julius Erving,PG,55,1978-79,197,103,BOS,0.452
230,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Julius Erving,PG,106,1979-80,242,197,BOS,0.485
231,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Julius Erving,PG,75,1980-81,265,176,BOS,0.499
232,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Julius Erving,PG,52,1981-82,178,116,BOS,0.477
233,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Julius Erving,PG,38,1982-83,163,91,BOS,0.429
234,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Julius Erving,PG,33,1983-84,78,76,MIL,0.495
235,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Julius Erving,,719,Career,1123,2046,,0.468
236,,,,,,,,,,,,,,,,,,,,,,,,Julius Erving,,,,,,,
237,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Julius Erving,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
238,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Julius Erving,,326,5 seasons,1045,683,BOS,0.472
239,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Julius Erving,,33,1 season,78,76,MIL,0.495
240,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Julius Erving,,59,1 season,,80,NYN,0.446
241,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Dan Issel,PG,,1970-71,,242,CIN,0.444
242,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Dan Issel,PG,,1971-72,,222,CIN,0.486
243,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Dan Issel,PG,,1972-73,,223,KCO,0.488
244,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Dan Issel,PG,56,1973-74,,85,KCO,0.451
245,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Dan Issel,PG,119,1974-75,,222,KCO,0.456
246,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Dan Issel,PG,126,1975-76,,213,KCK,0.453
247,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dan Issel,PG,59,1976-77,,80,NYN,0.446
248,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Dan Issel,PG,55,1978-79,197,103,BOS,0.452
249,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Dan Issel,PG,106,1979-80,242,197,BOS,0.485
250,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Dan Issel,PG,75,1980-81,265,176,BOS,0.499
251,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Dan Issel,PG,52,1981-82,178,116,BOS,0.477
252,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Dan Issel,PG,38,1982-83,163,91,BOS,0.429
253,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dan Issel,PG,33,1983-84,78,76,MIL,0.495
254,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Dan Issel,,719,Career,1123,2046,,0.468
255,,,,,,,,,,,,,,,,,,,,,,,,Dan Issel,,,,,,,
256,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Dan Issel,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
257,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Dan Issel,,326,5 seasons,1045,683,BOS,0.472
258,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dan Issel,,33,1 season,78,76,MIL,0.495
259,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dan Issel,,59,1 season,,80,NYN,0.446
260,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Dick McGuire,PG,,1970-71,,242,CIN,0.444
261,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Dick McGuire,PG,,1971-72,,222,CIN,0.486
262,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Dick McGuire,PG,,1972-73,,223,KCO,0.488
263,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Dick McGuire,PG,56,1973-74,,85,KCO,0.451
264,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Dick McGuire,PG,119,1974-75,,222,KCO,0.456
265,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Dick McGuire,PG,126,1975-76,,213,KCK,0.453
266,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dick McGuire,PG,59,1976-77,,80,NYN,0.446
267,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Dick McGuire,PG,55,1978-79,197,103,BOS,0.452
268,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Dick McGuire,PG,106,1979-80,242,197,BOS,0.485
269,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Dick McGuire,PG,75,1980-81,265,176,BOS,0.499
270,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Dick McGuire,PG,52,1981-82,178,116,BOS,0.477
271,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Dick McGuire,PG,38,1982-83,163,91,BOS,0.429
272,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dick McGuire,PG,33,1983-84,78,76,MIL,0.495
273,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Dick McGuire,,719,Career,1123,2046,,0.468
274,,,,,,,,,,,,,,,,,,,,,,,,Dick McGuire,,,,,,,
275,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Dick McGuire,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
276,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Dick McGuire,,326,5 seasons,1045,683,BOS,0.472
277,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dick McGuire,,33,1 season,78,76,MIL,0.495
278,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dick McGuire,,59,1 season,,80,NYN,0.446
279,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Ann Meyers,PG,,1970-71,,242,CIN,0.444
280,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Ann Meyers,PG,,1971-72,,222,CIN,0.486
281,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Ann Meyers,PG,,1972-73,,223,KCO,0.488
282,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Ann Meyers,PG,56,1973-74,,85,KCO,0.451
283,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Ann Meyers,PG,119,1974-75,,222,KCO,0.456
284,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Ann Meyers,PG,126,1975-76,,213,KCK,0.453
285,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Ann Meyers,PG,59,1976-77,,80,NYN,0.446
286,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Ann Meyers,PG,55,1978-79,197,103,BOS,0.452
287,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Ann Meyers,PG,106,1979-80,242,197,BOS,0.485
288,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Ann Meyers,PG,75,1980-81,265,176,BOS,0.499
289,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Ann Meyers,PG,52,1981-82,178,116,BOS,0.477
290,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Ann Meyers,PG,38,1982-83,163,91,BOS,0.429
291,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Ann Meyers,PG,33,1983-84,78,76,MIL,0.495
292,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Ann Meyers,,719,Career,1123,2046,,0.468
293,,,,,,,,,,,,,,,,,,,,,,,,Ann Meyers,,,,,,,
294,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Ann Meyers,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
295,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Ann Meyers,,326,5 seasons,1045,683,BOS,0.472
296,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Ann Meyers,,33,1 season,78,76,MIL,0.495
297,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Ann Meyers,,59,1 season,,80,NYN,0.446
298,471,0.458,1029,,,,329,22,,,471,0.458,1029,356,0.82,434,82,,NBA,2020,,263,1298,Uljana Semjonova,PG,,1970-71,,245,SDR,0.458
299,571,0.455,1255,,,,393,23,,,571,0.455,1255,349,0.89,392,82,,NBA,2538,,298,1491,Uljana Semjonova,PG,,1971-72,,258,HOU,0.455
300,381,0.465,820,,,,262,24,,,381,0.465,820,239,0.888,269,77,,NBA,1697,,211,1001,Uljana Semjonova,PG,,1972-73,,149,HOU,0.465
301,671,0.522,1285,,,,603,25,4,137,671,0.522,1285,310,0.868,357,81,,NBA,2922,51,310,1652,Uljana Semjonova,PG,157,1973-74,,188,HOU,0.522
302,557,0.484,1152,,,,381,26,4,121,557,0.484,1152,341,0.883,386,78,,NBA,2513,52,281,1455,Uljana Semjonova,PG,128,1974-75,,173,HOU,0.484
303,675,0.493,1369,,,,596,27,6,157,675,0.493,1369,372,0.907,410,82,,NBA,2995,52,294,1722,Uljana Semjonova,PG,151,1975-76,,209,HOU,0.493
304,596,0.49,1216,,,,386,28,8,118,596,0.49,1216,272,0.886,307,82,,NBA,2764,54,281,1464,Uljana Semjonova,PG,144,1976-77,,172,HOU,0.49
305,852,0.491,1737,,,,259,29,3,107,852,0.491,1737,245,0.918,267,76,,NBA,2900,57,241,1949,Uljana Semjonova,SG,112,1977-78,173,164,HOU,0.491
306,707,0.496,1424,,,,351,30,6,95,707,0.496,1424,246,0.928,265,82,,NBA,2941,78,288,1660,Uljana Semjonova,PG,117,1978-79,187,173,HOU,0.496
307,623,0.502,1242,1,0.04,25,299,31,9,82,624,0.493,1267,271,0.897,302,76,,NBA,2676,68,269,1520,Uljana Semjonova,SG,143,1979-80,162,150,HOU,0.493
308,524,0.496,1057,4,0.235,17,222,32,6,54,528,0.492,1074,206,0.958,215,76,,NBA,2014,33,209,1266,Uljana Semjonova,PG,111,1980-81,129,87,HOU,0.493
309,276,0.437,632,1,0.063,16,163,33,1,41,277,0.427,648,100,0.909,110,64,0,NBA,1204,20,142,655,Uljana Semjonova,PG,43,1981-82,82,61,HOU,0.428
310,333,0.45,740,4,0.286,14,158,34,4,40,337,0.447,754,138,0.92,150,64,0,NBA,1423,34,163,816,Uljana Semjonova,PG,59,1982-83,89,74,HOU,0.45
311,7237,0.484,14958,10,0.139,72,4402,,51,952,7247,0.482,15030,3445,0.892,3864,1002,0,NBA,30607,499,3250,17949,Uljana Semjonova,,1165,Career,822,2103,,0.483
312,471,0.458,1029,,,,329,22,,,471,0.458,1029,356,0.82,434,82,,NBA,2020,,263,1298,Bill Walton,PG,,1970-71,,245,SDR,0.458
313,571,0.455,1255,,,,393,23,,,571,0.455,1255,349,0.89,392,82,,NBA,2538,,298,1491,Bill Walton,PG,,1971-72,,258,HOU,0.455
314,381,0.465,820,,,,262,24,,,381,0.465,820,239,0.888,269,77,,NBA,1697,,211,1001,Bill Walton,PG,,1972-73,,149,HOU,0.465
315,671,0.522,1285,,,,603,25,4,137,671,0.522,1285,310,0.868,357,81,,NBA,2922,51,310,1652,Bill Walton,PG,157,1973-74,,188,HOU,0.522
316,557,0.484,1152,,,,381,26,4,121,557,0.484,1152,341,0.883,386,78,,NBA,2513,52,281,1455,Bill Walton,PG,128,1974-75,,173,HOU,0.484
317,675,0.493,1369,,,,596,27,6,157,675,0.493,1369,372,0.907,410,82,,NBA,2995,52,294,1722,Bill Walton,PG,151,1975-76,,209,HOU,0.493
